speaker,label,prev,post,dur,f1_50,f2_50,f3_50,f1_25,f2_25,f3_25,f1_75,f2_75,f3_75
s14,ah,p,p,0.0759375,665.2195915,1411.285663,2886.415025,,,,,,
s04,ih,d,#,0.043,462.0531231,1984.935705,3019.93391,,,,,,
s15,iy,s,t,0.092,331.0780708,2177.629197,2654.315635,345.9402633,2080.957238,2547.846304,322.6862863,2178.020986,2515.50276
s06,ae,t,t,0.084,410.9793707,1710.702219,2711.90798,439.3804855,1769.50212,2587.576316,307.5420487,1694.79816,2692.215128
s15,eh,hh,z,0.05,511.0045277,1701.873714,2423.982287,,,,,,
s14,ih,k,z,0.0310625,414.1626536,1682.002791,2989.472163,,,,,,
s03,ih,f,f,0.058125,343.3425482,1983.308585,2655.845994,,,,,,
s06,ow,v,t,0.134375,440.9002173,1014.888624,2450.117269,452.2230578,1087.965112,2422.818187,418.4650264,916.8604923,2537.220499
s14,ow,s,#,0.069875,406.6595162,1251.53808,2666.570601,,,,,,
s15,ah,b,#,0.05,544.9869482,1530.929356,2482.215766,,,,,,
s15,ay,hh,#,0.08,613.9927509,1562.018803,2296.708693,662.6468407,1462.677366,2163.008355,570.5615111,1606.105122,2391.905673
s06,uh,z,z,0.0708125,422.4711078,1506.324577,2458.387615,408.4106838,1435.182735,2407.107359,422.9540225,1545.489226,2512.002856
s04,iy,sh,#,0.07,378.3338838,2055.051763,2711.810539,,,,,,
s15,ah,p,p,0.1330625,693.283793,1290.966777,2410.137569,660.5578804,1341.059527,2345.950436,695.5131567,1281.253292,2449.905786
s03,aa,b,t,0.08025,685.6322586,1276.474483,2447.933526,679.4880303,1234.5284,2333.195262,682.3705393,1366.096136,2624.627284
s15,ih,f,f,0.123875,441.5985801,1864.447882,2506.158354,427.2455762,1942.936812,2614.438075,448.9490809,1802.464417,2545.559261
s06,ae,hh,z,0.085625,523.2722299,1600.574337,2601.71496,550.621368,1585.755978,2541.991929,492.3038076,1594.696358,2604.958653
s04,ow,g,#,0.09725,567.6834844,1515.464083,2843.573603,530.4058606,1661.240228,2819.606074,599.3975727,1420.619496,2905.089795
s03,ae,p,s,0.278875,743.8357108,1640.388395,2754.206322,679.5258267,1618.56533,2650.920784,691.1278015,1505.080277,2772.021595
s08,ey,d,#,0.0995625,643.256568,2062.425578,2995.987061,596.2207104,2068.750144,3201.475148,653.3677077,2026.934569,2963.846883
s15,uw,d,d,0.3558125,331.3441927,1276.268167,2103.331168,330.8703363,1190.202409,2215.509628,352.6108263,1098.334052,2147.530693
s08,ih,t,t,0.0275625,431.8960328,1728.462536,2902.266221,,,,,,
s03,ah,p,p,0.08275,598.2709215,1329.7108,2764.246071,568.0046366,1376.002477,3245.32901,604.492588,1268.179952,2747.713465
s15,ey,f,th,0.099,416.3616014,1981.481515,2624.914494,442.6495025,1778.568151,2380.438891,405.8548025,1970.991909,2773.070257
s14,ay,b,#,0.1474375,786.441011,1494.882012,2435.629611,750.7664339,1260.260571,2455.750901,680.7421296,1720.865865,2518.557322
s06,eh,k,ch,0.11175,525.7027555,1675.963227,2602.635813,513.2413723,1743.920687,2542.681877,501.1382551,1649.364479,2613.85737
s04,ae,hh,v,0.079,886.7155568,1783.087739,2745.1828,,,,,,
s08,ey,p,d,0.1184375,506.1569976,774.9788043,2364.894911,650.2457649,2170.062503,2770.154737,443.4513072,1347.4934,2353.293644
s04,ih,k,#,0.1565,541.2872913,2085.700204,3029.075488,535.6214231,2166.109202,3015.700393,537.7548145,2059.626799,2986.8104
s15,ih,d,s,0.128875,496.9147188,1706.6128,2698.580051,484.999174,1734.884534,2712.13847,485.5408514,1656.099738,2661.065393
s04,ay,v,v,0.13,898.337887,1720.076233,2677.806678,936.3218463,1565.913584,2576.660131,844.9359442,1878.058647,2714.271348
s15,ow,g,#,0.09325,556.540226,1088.280085,2243.653856,514.9341971,1218.790458,2629.899095,683.9301522,1044.338404,2304.944091
s15,ae,d,s,0.0958125,643.3879879,1547.32227,2532.870301,623.0975115,1540.726297,2573.805893,606.1892835,1499.866117,2518.079114
s14,ow,s,#,0.102875,499.4672946,1593.19485,2672.924009,522.4632738,1623.296662,2693.190099,481.6023813,1599.959666,2618.02683
s15,aa,b,#,0.07275,543.0658417,1107.624324,2410.292982,552.5130974,1083.800381,2436.105819,517.1775964,1071.743729,2430.291442
s15,eh,s,d,0.101125,473.2306212,1628.170691,2464.197691,492.7481851,1595.727886,2442.006929,450.9807364,1623.920617,2464.285211
s15,ih,sh,#,0.0278125,178.1846552,2495.306156,3316.702863,,,,,,
s01,ih,hh,z,0.0593125,569.8559961,2205.912546,3286.285916,,,,,,
s01,ah,s,s,0.0793125,464.2020521,1568.770348,2939.539163,,,,,,
s03,ay,f,#,0.1573125,677.7320256,1506.858855,2712.623926,659.1994158,1404.322388,2651.561826,596.1868693,1620.506581,2742.388092
s15,ih,s,d,0.041875,368.3885856,1849.490257,3338.737521,,,,,,
s14,eh,s,d,0.0885,618.4960662,1841.363712,3079.981864,597.702297,1822.372242,3041.431599,599.2214308,1870.371742,3098.693003
s08,er,f,#,0.0604375,567.0652416,1358.723851,1832.926572,,,,,,
s08,ae,hh,f,0.1318125,784.8382393,1738.183916,2908.084953,850.9003558,1713.088408,2910.675516,736.0524706,1651.410336,2884.069088
s08,ae,k,p,0.15375,984.7668638,1726.438192,2889.431502,920.8375972,1037.189525,1906.816485,946.6828264,1706.116269,2863.471551
s04,eh,g,sh,0.123,709.362473,2109.938051,2975.537129,640.8944702,2171.669889,2839.353276,716.4633713,1983.997943,3010.079333
s03,ah,z,z,0.0868125,436.4658204,1227.094677,2488.456579,461.8272315,1183.863702,2287.825439,393.6127645,1234.57713,2561.63637
s15,ay,t,p,0.1596875,620.8582075,1691.198626,2361.561979,698.9558691,1426.669542,2234.871206,530.4826094,1758.137879,2374.917253
s14,ih,p,k,0.0611875,485.5306473,2084.897997,2639.21005,,,,,,
s08,ow,g,#,0.085,527.5557561,1694.640025,2413.375458,509.6107733,1775.668286,2370.669478,527.2007415,1596.818734,2447.02388
s03,uw,d,#,0.105875,289.2797941,1815.791053,2644.78,285.4746391,1815.131848,2662.036945,291.1970056,1764.067904,2420.513086
s03,iy,sh,#,0.1461875,354.3132371,2050.644173,3289.920115,336.0649011,2004.897341,3078.909269,315.1702203,2118.803883,3228.124008
s06,ih,f,f,0.0775625,399.0972844,1891.675554,2552.373414,,,,,,
s08,ay,t,p,0.0826875,786.0252281,1794.010725,2844.446197,786.0332633,1739.431979,2827.933513,778.4431025,1819.13554,2863.208753
s15,iy,t,#,0.11,312.0746276,2582.292824,3072.56584,330.9029046,2580.750549,3122.29425,294.9036624,2409.165613,2690.124649
s14,ae,p,s,0.2,825.3825319,1649.95847,2549.565172,854.3862734,1758.086019,2537.242157,805.9934899,1657.949388,2579.315547
s15,ah,v,v,0.0575625,495.3903509,1047.13846,2435.577366,,,,,,
s15,ey,th,#,0.0566875,493.6889561,1952.834268,2651.423071,,,,,,
s14,ih,hh,z,0.2504375,593.1719155,1908.024496,2953.318179,525.9245625,2068.285462,2961.331332,544.3101608,1775.29789,3003.813818
s04,el,f,#,0.079,528.5320955,1024.319495,2705.762374,,,,,,
s03,ao,t,k,0.147,599.6584865,960.2773444,2806.665276,634.9766933,958.5551527,2847.211205,601.8418449,976.4416204,2861.104471
s08,ow,g,#,0.1,530.7846499,1613.16672,2872.564807,627.624174,1764.411763,2829.428098,701.7060841,1501.4915,2790.043002
s06,ih,hh,#,0.027125,323.4043106,1894.718776,3041.022133,,,,,,
s03,ey,f,s,0.173,352.102764,1988.749753,2674.96969,434.3005636,1825.30774,2460.608945,330.4474077,1962.597528,2779.424132
s08,ih,b,g,0.05,471.6065165,2149.981266,2920.289947,,,,,,
s08,iy,b,#,0.0738125,433.8567914,2261.759597,2927.173735,406.3748138,2381.282264,3056.21711,464.9274135,2143.736225,2967.002743
s04,ah,s,#,0.04,504.0952234,1366.164107,2894.990331,,,,,,
s01,ow,b,th,0.13,624.8238252,1270.453347,2786.544112,617.3335313,1332.284651,2730.551477,642.4379371,1376.974763,2893.083555
s15,ae,b,k,0.18425,806.0178286,1616.501354,2372.705612,717.6817813,1611.141167,2379.809759,833.3250332,1612.949273,2346.371029
s06,ih,d,d,0.1701875,429.5573869,1683.006785,2706.14605,427.717102,1737.686885,2718.585492,430.1533199,1636.259871,2705.075358
s03,aw,hh,#,0.127,697.3703015,1101.782242,2627.015476,738.7322791,1187.491633,2477.515045,676.2037603,1005.577661,2678.365
s01,ih,s,s,0.0490625,464.9436874,2100.813086,3125.252935,,,,,,
s06,ih,f,f,0.064625,455.075686,1644.147756,2615.396749,,,,,,
s15,eh,s,z,0.06,473.5149894,1456.28973,2568.933553,,,,,,
s08,ey,s,#,0.10825,579.8819302,2037.203811,2882.27384,604.8631812,1983.648114,2884.450659,539.8427073,2019.236279,2553.175883
s15,ah,v,v,0.13,585.4386486,1352.209123,2464.181783,600.2203127,1464.355125,2549.294614,589.2014948,1263.354904,2595.771708
s01,ow,s,#,0.0554375,546.1225776,1521.075212,3143.77576,,,,,,
s04,iy,hh,#,0.027,432.3039823,2094.192992,2544.911397,,,,,,
s08,ih,s,t,0.04775,320.0738997,1755.041082,3272.302891,,,,,,
s15,ah,hh,#,0.0596875,805.2873688,1746.387002,2367.829453,,,,,,
s08,iy,b,#,0.10975,362.7446832,1920.456576,2626.246878,366.3942726,2457.875761,2742.618309,361.2601706,2301.507662,2926.937447
s04,ih,p,k,0.127,582.2651805,2075.919546,2778.994622,573.2662042,2008.718153,2961.955759,483.718833,2211.154945,2633.858352
s04,ih,k,d,0.166,590.4894938,2045.668159,3080.772622,549.5777246,2186.083932,3035.123506,597.2469471,1980.067863,3077.15499
s15,ah,p,t,0.0926875,625.9183272,1343.79083,2378.456464,603.2944411,1223.670141,2329.392194,603.9629351,1436.17214,2344.637486
s01,uw,d,#,0.1605,539.1385347,2100.352253,2544.942877,536.996593,2129.725986,2990.831109,521.7435857,1952.042557,2607.609105
s06,ow,s,#,0.097875,418.8521181,1154.344932,2487.255494,436.4233141,1219.830687,2657.429804,433.1803707,1191.891041,2581.260671
s03,er,v,s,0.0951875,445.3936908,1206.737092,1986.816683,445.7180717,1224.517541,2303.731281,419.0081546,1253.259661,3038.203033
s15,ow,s,#,0.09,554.4380062,1326.108611,2364.745609,568.6177232,1447.224847,2302.827306,519.7045965,1215.780204,2424.793646
s14,ih,v,v,0.0338125,426.6000357,1531.019591,2794.563359,,,,,,
s04,ah,k,s,0.0313125,347.5152952,1582.801492,2870.823602,,,,,,
s08,ey,t,k,0.0965,581.0006407,2277.472,2436.741194,702.0199886,2145.334673,2907.125361,498.9556229,2392.467069,2883.937359
s04,uh,z,z,0.053,412.0176071,1732.464537,2880.904533,,,,,,
s14,ih,s,t,0.0300625,398.3763402,1874.478055,2975.064177,,,,,,
s08,ao,d,g,0.12,800.1693028,1372.859914,2854.578062,787.8121627,1535.758522,2844.171669,780.8387297,1311.123361,2820.166285
s14,uw,d,#,0.1155625,324.8774105,1734.041821,2515.166336,321.3262759,1958.488214,2542.096982,334.766661,1410.880432,2532.255338
s06,uh,k,d,0.038,372.6423805,2026.967287,2628.963539,,,,,,
s14,ih,f,k,0.0709375,490.3495767,1992.216575,2617.798602,478.9325053,2008.194639,2735.078205,505.3395842,1990.766045,2555.801339
s01,ey,d,#,0.11425,410.8701131,2564.714928,3267.414055,496.579134,2353.255519,2652.897023,440.1850446,2787.007314,3169.564891
s08,ow,s,#,0.42,565.9965258,1104.891266,2869.314594,623.3370985,1337.237382,3098.153393,419.4625509,795.3498932,2874.491371
s01,ih,s,t,0.1244375,594.9304192,2187.349875,3132.590149,573.640101,2175.006583,3131.287728,556.8463956,2089.24439,3111.989768
s04,eh,t,#,0.139375,755.943999,1579.798319,2735.466308,767.9790273,1695.117269,2817.54264,710.4601138,1635.137076,2726.153646
s03,ah,v,v,0.045,550.9928121,1117.637457,2081.245059,,,,,,
s15,ih,s,t,0.068,393.6998001,1835.556162,2466.03525,,,,,,
s15,ih,f,f,0.216375,438.2278907,2049.201323,2643.984636,408.0003227,2124.860703,2700.29262,466.6238051,1960.981599,2581.164371
s04,ih,sh,z,0.0533125,371.5391694,2083.545493,2867.937446,,,,,,
s08,ih,v,v,0.084,499.2297534,1608.107088,2429.702718,465.4889014,2111.530663,2786.538617,485.1590864,1904.500511,2881.294553
s04,ah,d,z,0.194,659.1880019,1664.502283,2964.450023,669.6172259,1713.773346,2915.732655,574.7550823,1704.055733,2936.193414
s03,eh,t,p,0.1243125,550.3197011,1689.171331,2633.543979,515.5452911,1670.319705,2748.140935,603.8336966,1555.126152,2511.684863
s14,iy,hh,#,0.06,286.4684229,2622.359541,2633.017453,,,,,,
s01,ih,z,z,0.2,660.4901691,2288.572187,3306.890774,591.8738324,2351.501256,3321.194463,637.7574635,1175.349629,2133.222957
s15,ih,s,s,0.0483125,1937.625985,2866.46285,4001.433603,,,,,,
s03,uw,hh,#,0.074,340.5474184,979.1584628,2281.602057,346.6818611,974.6594451,2267.762351,327.6254503,985.9457266,2249.80801
s15,ow,s,#,0.2258125,593.3843766,1269.282895,2219.63313,585.4608944,1445.293188,2152.130567,581.4265086,1149.371674,2198.169098
s14,ay,b,#,0.1086875,478.7856395,1908.724445,2545.948306,550.1089589,1644.123749,2369.828176,410.9978239,2115.328786,2776.991042
s15,ao,k,s,0.14,717.9572767,1008.599593,2735.312215,668.3006384,1005.292475,2694.632589,731.637428,1094.648754,2471.634102
s06,ah,v,v,0.033375,419.5760815,1669.08883,2723.789377,,,,,,
s03,ow,s,#,0.14,432.2204343,1070.464737,1914.318156,438.8151123,1284.247493,2037.966561,505.6157857,654.5431356,1873.182864
s15,ah,s,#,0.0350625,545.7341355,1077.26206,2192.2307,,,,,,
s15,ah,z,z,0.036625,424.2873133,1298.111854,2327.538156,,,,,,
s03,ah,hh,#,0.1536875,717.7748526,1112.37082,2331.091488,701.1761955,1102.815617,2462.30992,931.5307478,1465.428216,2922.441367
s01,ih,z,z,0.1428125,632.8522414,2396.229239,3329.943391,625.0973344,2205.74646,3405.018109,635.5767508,2545.747837,3336.453728
s15,ow,s,#,0.2,541.170505,1232.310264,2243.429807,539.0530262,1311.439914,2334.050487,546.066585,1041.523475,2191.960108
s14,ih,d,d,0.0820625,441.6109821,1976.599926,2943.063298,401.237003,2046.115367,2995.525444,436.2183239,1944.432389,2917.913966
s08,ih,ch,s,0.0551875,447.8210652,1667.085517,2977.380896,,,,,,
s04,uh,sh,d,0.042,476.3159889,1617.637851,2903.850379,,,,,,
s03,ae,b,k,0.20625,711.2115341,1520.125423,2647.222428,763.7711259,1521.622156,2837.484806,749.2879665,1603.780964,2812.231328
s04,ow,g,#,0.11,593.1344332,1136.158882,2764.006989,587.4316965,1199.545996,2690.545602,604.5018308,1074.694906,2762.415084
s01,ey,d,#,0.13,526.9047145,2492.032996,3122.34841,549.3196353,2374.003712,3166.827295,473.4640566,2587.082449,3121.620903
s14,ih,z,z,0.17375,471.0080621,2047.32526,2940.226007,421.7976893,2138.802572,3005.509898,464.9860577,1954.363803,2965.98874
s06,aw,t,t,0.0758125,518.0266938,1502.882502,2514.342276,,,,,,
s15,iy,hh,#,0.051,278.1189616,2108.759248,2973.249578,,,,,,
s08,ah,b,t,0.1159375,651.4974723,1968.037671,2858.348314,672.8547311,1770.872116,2706.695185,557.1816746,2044.012058,2987.581487
s03,iy,b,#,0.13,297.0415863,1999.556449,2783.396656,307.7911093,2059.951376,2765.372203,297.4725425,1906.043067,2415.860828
s03,ih,s,k,0.061,392.5542862,1808.352321,2771.436226,,,,,,
s08,iy,s,#,0.29425,452.724975,2562.211634,2975.387513,469.2708216,2376.835605,3128.664358,471.4341405,2246.861731,2917.659919
s14,ih,z,z,0.035625,354.8455485,1413.530708,2759.416212,,,,,,
s01,ae,hh,v,0.2180625,615.0924061,1496.980099,1634.06991,735.0810933,1844.782436,2801.436149,732.4447992,1238.871028,2314.221405
s08,ih,d,d,0.0891875,564.1638576,1422.69289,2471.702944,612.6820174,1497.277688,2462.597843,503.7820602,1441.712598,2532.830577
s06,ay,d,d,0.1145,381.5283552,1660.634326,3031.605954,1313.330833,2922.3233,3129.462606,474.293003,1734.269123,2842.04395
s04,er,ch,ch,0.153,498.3860105,1302.239426,1563.68664,513.5267389,1273.086612,1632.922349,483.7736918,1294.411323,1632.765915
s04,uh,p,t,0.073,622.6840273,1694.779296,2681.08396,476.3088382,1563.840293,2618.523431,1754.398983,2692.886259,3896.891185
s04,ao,d,g,0.162,674.9738387,1086.134579,2904.071415,664.6684111,1191.505231,2828.776395,633.174626,1113.481164,2933.007791
s06,ey,g,#,0.1368125,398.5763162,2082.736212,2869.811232,415.380474,2096.589963,2794.386449,375.3182458,2189.576806,2965.81034
s01,iy,s,#,0.07325,452.6053085,2743.724319,3229.80589,464.2288376,2603.770209,3241.062676,445.9772459,2766.893412,3209.356664
s04,ih,th,g,0.0418125,542.5580331,2104.494155,2892.816464,,,,,,
s15,ih,s,t,0.1113125,470.037628,1684.188853,2328.361052,433.1040632,1756.142426,2619.053307,417.8154365,1700.712953,2639.729359
s14,uw,d,#,0.1759375,357.0462165,1693.507395,2585.499382,365.0461418,1997.352608,2671.794474,353.1789779,1346.202157,2621.052127
s04,eh,hh,k,0.07,593.8399348,1963.253177,2594.999782,,,,,,
s15,ih,k,z,0.0453125,422.4813405,1686.223864,2277.47061,,,,,,
s06,ah,v,v,0.079875,529.8359892,1448.688683,2640.612666,,,,,,
s01,uw,t,#,0.0426875,402.8043256,2113.216581,2932.383584,,,,,,
s15,ah,v,v,0.0958125,570.7119742,1266.832685,2386.380107,576.5844104,1309.914688,2408.726763,544.3795794,1166.10029,2217.305892
s04,ae,hh,f,0.107,810.3555714,1725.847318,2641.898628,854.2370102,1739.368703,2596.14073,716.6328152,1713.226363,2744.027784
s04,ih,d,d,0.22,530.6480614,2138.213566,2980.180697,500.4504897,2109.56541,2942.07501,517.6703098,2026.788142,2929.092515
s08,ih,z,z,0.0716875,350.8731756,1936.876442,2994.175303,325.2792444,2034.635408,3099.636048,355.4687423,1812.954215,3073.512975
s14,ih,t,t,0.1048125,421.7012812,2004.501326,2918.738057,386.6893757,2005.052039,2917.009681,467.388549,1959.728138,2850.796927
s14,uw,d,#,0.083875,343.863554,2029.041711,2661.1985,347.4890799,2066.270249,2613.916712,341.8879234,2006.159963,2676.079048
s08,ey,s,#,0.12,597.8540844,1015.846018,2082.239037,663.8571697,2049.883003,3020.859119,591.0174737,2156.305641,2740.363926
s08,ah,s,#,0.025625,413.9044154,2040.724164,3011.493487,,,,,,
s15,ow,g,#,0.0889375,489.5803996,1264.386472,2753.22815,441.2751961,1429.701846,2463.319388,522.3313717,1082.308252,2591.168383
s08,ae,b,k,0.13,1008.979754,1667.128427,2840.493373,970.0153085,1638.049301,2769.989386,998.2742384,1779.317085,2580.59275
s15,eh,d,#,0.0525625,522.2905835,1805.517055,2656.10528,,,,,,
s08,ah,t,f,0.1638125,821.8197615,1373.616922,2439.671476,881.9346203,1606.450482,3060.497614,858.9707346,1488.943873,3052.659988
s08,eh,s,#,0.08,545.1547107,1964.183838,2938.766335,549.3598879,2048.594071,2883.414393,558.2739666,2020.944735,2884.547211
s04,ae,hh,v,0.05,839.519752,1660.78343,2637.357415,,,,,,
s04,ey,d,z,0.13,552.2140065,2303.113293,2998.04997,582.1250168,2241.859991,3165.93694,478.2805963,2280.423698,3019.65016
s06,uw,t,#,0.2175625,313.7928596,1464.202907,2469.978437,313.491927,1497.644383,2515.766924,308.3048774,1483.569579,2678.134899
s04,ow,s,#,0.254,662.1390445,1179.859159,2973.725744,698.50713,1357.186704,2914.172569,571.2329016,1044.582046,3152.665928
s15,ih,z,z,0.033,385.1838297,1857.349159,2951.551685,,,,,,
s14,eh,v,v,0.0960625,513.9452604,1728.42392,2833.455361,479.1156567,1747.304781,2840.642155,506.6152089,1733.939371,2800.372152
s03,ow,g,z,0.11,407.9118125,1028.980222,2290.835415,421.3919709,1052.615995,2413.185273,419.8421983,1161.069323,2530.894317
s15,ih,z,z,0.085875,440.779418,1511.197262,2646.819303,449.353663,1522.275697,2709.76705,430.8938631,1510.886015,2663.384213
s04,iy,sh,#,0.064,390.4617623,2464.742492,2854.759015,,,,,,
s08,ah,s,#,0.15525,681.1240108,1569.156531,2911.635777,647.4254116,1553.340592,2937.927524,694.0056121,1464.367403,2833.192347
s04,ow,ch,z,0.104,607.1361978,1599.433627,2891.567507,614.3927316,1674.979154,2897.508887,584.6238643,1550.433346,2992.450621
s04,iy,hh,z,0.053,410.690697,2308.046375,2978.310225,,,,,,
s14,uw,d,#,0.07425,328.5921944,1841.888705,2463.55457,328.7886471,1972.714147,2505.08634,332.7272381,1716.757908,2431.918779
s01,ae,hh,v,0.0545,879.7855237,1873.268796,2911.433408,,,,,,
s15,ih,g,t,0.03,389.1011174,2150.195927,2477.740861,,,,,,
s14,eh,hh,z,0.07,481.8241953,1789.330452,2813.339399,,,,,,
s08,iy,d,d,0.19,372.0809709,2557.478149,3040.650726,386.922291,2522.296379,2947.237862,365.6973318,2425.824041,2817.012701
s01,ae,hh,v,0.2305,1270.861538,1899.756983,3047.672737,1161.028961,1986.077026,3113.637492,969.2407878,1740.680937,3069.251272
s08,ow,s,#,0.315375,651.5687208,1200.844406,2964.656001,738.1837498,1546.412568,2862.154739,589.2321273,1008.50785,3133.773989
s15,ih,z,z,0.0484375,414.4531806,1457.484633,2541.801628,,,,,,
s08,ah,s,s,0.1749375,694.0736231,1820.218105,3037.452791,705.6208731,1869.490531,2840.526158,558.1932717,1800.271055,3020.884152
s01,ae,v,v,0.05,570.0713751,1988.599229,3077.793161,,,,,,
s04,ih,sh,#,0.06,374.4956719,2226.923153,2938.606984,,,,,,
s04,ah,p,p,0.106,825.8523059,1595.689003,3067.382772,826.480883,1572.595401,3058.624678,785.707281,1527.85952,2822.419063
s04,uh,p,t,0.051,558.8656608,1746.296714,2949.635833,,,,,,
s03,eh,s,s,0.149,296.5475431,1586.684879,2583.122816,343.0526484,1837.236026,2843.367628,252.7320658,1707.818537,3176.724854
s06,ih,g,t,0.0649375,418.2471091,1988.873444,2753.921905,,,,,,
s15,aa,ch,b,0.1658125,702.2088589,1247.211162,2260.202568,643.4161056,1365.004441,2100.308953,699.4168354,1167.384496,2261.428098
s15,ah,v,v,0.0185625,602.5622595,1598.440496,3174.150405,602.5622595,1598.440496,3174.150405,602.5622595,1598.440496,3174.150405
s15,uw,z,z,0.042625,356.6114618,1581.592519,2385.747854,,,,,,
s04,uh,k,k,0.123,567.1669229,1744.412145,2819.314389,554.4911468,1750.597234,2777.683734,556.4056603,1736.963338,2705.812464
s14,ow,s,#,0.1970625,533.3024292,1520.766885,2701.001881,524.2512312,1575.918918,2768.739955,559.0062341,1343.640459,2669.284805
s14,ae,hh,v,0.2265,823.5427512,1757.315433,2653.494957,850.0765807,1819.903647,2765.441979,764.3432064,1652.023061,2674.888493
s08,ah,v,v,0.025875,467.0035436,1364.383664,2170.036336,,,,,,
s04,ah,g,p,0.064,678.0360392,1813.843882,2418.942279,,,,,,
s08,ae,hh,v,0.0945625,836.1697519,1897.370235,2813.061372,859.3965853,1866.601571,2829.820751,821.9476761,1801.299394,2851.267168
s01,ae,hh,v,0.09575,834.9497243,2113.979541,3362.938222,783.8733562,2134.683092,3350.210117,996.8187902,1911.420666,3176.668211
s08,ae,hh,f,0.0854375,1008.359868,1880.506136,3011.198371,1020.687126,1959.111829,3146.304476,977.2498476,1812.860452,2860.584625
s15,ih,f,f,0.11,382.2966159,2152.137063,2777.036771,377.0642234,2230.304291,2948.289022,416.6968919,2053.509226,2613.978822
s15,eh,g,s,0.097125,563.5610337,1925.212644,2444.464399,501.2463245,2064.309038,2515.674498,577.7336678,1854.34711,2475.546178
s14,iy,s,#,0.1268125,327.94589,2525.503367,3273.868439,347.8962068,2497.205391,3179.989168,308.989634,2633.88204,3192.883805
s08,er,f,#,0.052125,639.3083027,1950.824602,2025.170871,,,,,,
s15,uw,d,#,0.1499375,441.4403099,1683.460708,2208.578571,428.1709951,1716.566609,2420.732435,435.6695836,1554.087685,2223.334494
s08,ay,g,#,0.223,942.5207346,1545.372708,2814.323169,914.8899807,1592.444294,2922.714241,889.8978149,1724.733506,2788.676479
s14,ah,p,p,0.0784375,680.2071778,1520.845607,2811.642231,,,,,,
s03,ih,sh,sh,0.086,389.5780421,1635.662634,2704.760073,393.6898858,1604.377075,2684.400191,368.4257948,1612.450629,2732.516731
s14,ih,v,v,0.0293125,488.0412759,1712.420554,2543.075923,,,,,,
s14,ih,k,d,0.0863125,477.6387068,2193.849944,3017.885151,471.0590456,2266.31099,2990.396637,459.6236715,2117.762381,3053.493311
s01,uw,t,#,0.09425,453.4479512,1233.579649,2849.615421,468.7070112,2323.113938,2861.630251,427.0569683,1137.568383,2779.520499
s14,ih,th,k,0.061125,465.8704308,2159.401976,2885.805657,,,,,,
s03,ae,z,z,0.186,539.2863001,1625.655877,2394.731886,575.0884983,1572.981725,2507.756063,467.6667539,1678.0387,2953.570877
s04,ih,s,t,0.082,515.8695054,2189.31937,2908.26771,459.7455827,2204.515266,2886.179083,511.3322952,2166.195294,2926.375415
s08,ah,s,#,0.04525,637.3300751,1600.027423,2817.95079,,,,,,
s15,ih,hh,#,0.045,356.0950967,1974.007039,2213.590894,,,,,,
s15,ey,f,th,0.21,533.5435094,1920.574715,2490.290909,562.3894127,1833.481786,2436.02893,504.4765801,1927.121389,2463.099896
s03,ow,g,#,0.0605,557.3590698,868.3394192,2696.587198,,,,,,
s15,eh,z,z,0.088625,466.0795385,1622.358629,2269.093711,469.1866042,1606.498397,2251.459434,444.1341633,1611.460341,2274.986605
s06,iy,k,p,0.07875,304.9810454,2153.772915,2891.01676,,,,,,
s03,ih,sh,sh,0.169875,375.5222324,1828.820226,2755.065811,355.8303678,1949.240241,2893.528954,366.6883838,1744.20583,2972.81069
s08,aw,s,s,0.33,827.9144967,1707.051336,2966.317576,848.9791876,1800.057502,3196.050893,889.0861096,1343.541749,2865.269012
s15,eh,f,f,0.0618125,517.1965589,1730.969203,2520.428821,,,,,,
s04,eh,g,s,0.1124375,683.5471776,1866.759706,2914.513722,644.7252861,2050.18397,2870.496871,688.0901336,1760.108566,2332.211928
s06,iy,hh,#,0.0863125,311.7384423,2210.097865,2991.973557,318.3893191,2195.000922,2788.458564,304.4238351,2174.214375,2694.194826
s15,ih,z,z,0.25,437.793886,1919.657098,2615.843328,384.5530291,2067.049808,2652.597462,432.7125519,1759.858487,2587.742428
s15,ow,g,#,0.0824375,491.5548686,1396.107044,2447.896097,454.2107347,1472.634227,2513.720796,537.2453678,1366.261906,2461.973074
s14,iy,hh,#,0.06975,324.2836463,2357.329005,3150.32382,,,,,,
s14,iy,sh,#,0.071875,379.3678747,2331.119935,2616.069613,372.4763295,2419.65213,2807.726462,383.0901773,2232.780563,2636.177647
s01,ih,hh,z,0.051125,534.0735517,2037.783585,3225.098122,,,,,,
s03,ih,sh,t,0.157,420.5157766,1793.955456,2688.14611,417.4499811,1860.393561,2732.497357,430.3368892,1760.353655,2697.260556
s01,aa,k,z,0.12975,939.7560487,1520.493993,2978.829214,989.7446317,1609.982723,2917.199499,813.2455022,1516.401971,3149.62111
s04,ey,t,g,0.084,570.1120292,2255.675657,2968.975021,602.1652967,2116.983732,3163.745809,456.4183794,2435.466048,2893.983701
s14,iy,t,#,0.07,325.3142587,2433.827658,3055.039398,,,,,,
s14,ih,k,d,0.0503125,387.9617903,1806.118107,2645.097246,,,,,,
s15,ao,t,k,0.1165,908.9230204,1023.420632,2275.55134,793.5827528,1108.106876,2275.051769,793.0805376,1148.819892,2205.29496
s14,ih,sh,d,0.043,408.643231,1983.155265,2730.923376,,,,,,
